TIMESTAMP,signal_4_Avg(1),signal_4_Avg(2),signal_4_Avg(3),signal_4_Avg(4),signal_4_Avg(5),signal_4_Avg(6),signal_4_Avg(7),signal_4_Avg(8),signal_4_Avg(9),signal_4_Avg(10),signal_4_Avg(11)
5/18/16 11:00,44.04,38.36,32.93,43.46,32.52,0.973,0.168,0.235,0.067,86,0.201
5/18/16 12:00,44.17,38.46,32.94,43.46,32.52,0.973,0.168,0.235,0.067,85.6,0.201
5/18/16 13:00,44.3,38.59,33,43.49,32.53,0.973,0.168,0.235,0.067,85.5,0.201
5/18/16 14:00,44.38,38.71,33.03,43.55,32.55,0.973,0.168,0.235,0.067,85.5,0.201
5/18/16 15:00,44.46,38.8,33.17,43.59,32.52,0.973,0.168,0.235,0.067,86.2,0.201
5/18/16 16:00,44.48,38.92,33.27,43.66,32.52,0.973,0.168,0.235,0.067,87.2,0.201
5/18/16 17:00,44.59,39.04,33.1,43.7,32.53,0.968,0.168,0.235,0.067,88.4,0.201
5/18/16 18:00,44.76,39.19,32.83,43.81,32.59,0.962,0.168,0.235,0.067,89.2,0.201
5/18/16 19:00,44.97,39.29,32.83,43.92,32.59,0.973,0.168,0.235,0.067,89.9,0.201
5/18/16 20:00,45.11,39.39,32.8,44.03,32.65,0.973,0.168,0.235,0.067,91,0.201
5/18/16 21:00,45.17,39.44,32.81,44.11,32.71,0.973,0.168,0.235,0.067,91.2,0.201
5/18/16 22:00,45.15,39.48,32.99,44.14,32.86,0.973,0.168,0.235,0.067,92,0.201
5/18/16 23:00,45.11,39.51,33.09,44.13,32.94,0.973,0.168,0.235,0.067,92.5,0.201
5/19/16 0:00,45.02,39.45,33.01,44.05,32.94,0.973,0.168,0.235,0.067,92.8,0.201
5/19/16 1:00,44.97,39.41,33.04,43.98,32.94,0.974,0.168,0.235,0.067,92.9,0.201
5/19/16 2:00,44.92,39.33,33.08,43.91,32.93,0.973,0.168,0.235,0.067,93.2,0.201
5/19/16 3:00,44.8,39.26,33.04,43.84,32.91,0.973,0.168,0.235,0.067,93.4,0.201
5/19/16 4:00,44.64,39.19,32.96,43.75,32.9,0.973,0.168,0.235,0.067,93.8,0.201
5/19/16 5:00,44.47,39.15,32.85,43.61,32.91,0.973,0.168,0.235,0.067,94.5,0.201
5/19/16 6:00,44.3,39.11,32.85,43.47,32.9,0.973,0.168,0.235,0.067,95.1,0.201
5/19/16 7:00,44.18,39.1,32.89,43.34,32.91,0.973,0.168,0.235,0.067,95,0.201
5/19/16 8:00,44.05,39.05,32.86,43.21,32.9,0.973,0.168,0.235,0.067,94.6,0.201
5/19/16 9:00,43.96,39.04,32.81,43.1,32.9,0.973,0.168,0.235,0.067,93.9,0.201
5/19/16 10:00,43.88,39.04,32.74,42.99,32.91,0.957,0.168,0.235,0.067,92.7,0.201
5/19/16 11:00,43.81,38.99,32.44,42.96,32.96,0.962,0.168,0.235,0.067,90.4,0.201
5/19/16 12:00,43.74,38.91,32.16,42.93,33.01,0.973,0.168,0.235,0.067,90.7,0.201
5/19/16 13:00,43.73,38.8,31.9,42.9,33.04,0.973,0.168,0.235,0.067,90.4,0.201
5/19/16 14:00,43.65,38.68,32.01,42.88,33.02,0.973,0.168,0.235,0.067,90,0.201
5/19/16 15:00,43.6,38.57,32.06,42.92,32.99,0.973,0.168,0.235,0.067,90.9,0.201
5/19/16 16:00,43.57,38.47,31.96,42.97,32.96,0.973,0.168,0.235,0.067,90.9,0.201
5/19/16 17:00,43.55,38.38,32.11,43.05,32.96,0.973,0.168,0.235,0.067,90.9,0.201
5/19/16 18:00,43.59,38.3,32.23,43.17,32.89,0.973,0.168,0.235,0.067,91.2,0.201
5/19/16 19:00,43.72,38.3,32.25,43.32,32.88,0.962,0.168,0.235,0.067,91.8,0.201
5/19/16 20:00,43.88,38.3,32.36,43.53,32.94,0.973,0.168,0.235,0.067,92.7,0.201
5/19/16 21:00,44.18,38.34,32.47,43.76,33,0.973,0.168,0.235,0.067,93.1,0.201
5/19/16 22:00,44.28,38.39,32.45,43.96,33.08,0.973,0.168,0.235,0.067,92.9,0.201
5/19/16 23:00,44.24,38.38,32.45,44.05,33.1,0.973,0.168,0.235,0.067,93.3,0.201
5/20/16 0:00,44.1,38.29,32.48,43.99,33.1,0.973,0.168,0.235,0.067,93.3,0.201
5/20/16 1:00,43.94,38.19,32.43,43.85,33.06,0.973,0.168,0.235,0.067,93,0.201
5/20/16 2:00,43.76,38.1,32.41,43.69,33.03,0.973,0.168,0.235,0.067,93.8,0.201
5/20/16 3:00,43.59,38.01,32.46,43.52,32.99,0.973,0.168,0.235,0.067,94.4,0.201
5/20/16 4:00,43.43,37.95,32.52,43.34,32.94,0.973,0.168,0.235,0.067,94.3,0.201
5/20/16 5:00,43.29,37.9,32.49,43.16,32.9,0.973,0.168,0.235,0.067,94.6,0.201
5/20/16 6:00,43.1,37.9,32.47,43,32.84,0.974,0.168,0.235,0.067,95.1,0.201
5/20/16 7:00,42.9,37.9,32.42,42.81,32.82,0.974,0.168,0.235,0.067,95,0.201
5/20/16 8:00,42.75,37.9,32.37,42.62,32.79,0.946,0.168,0.235,0.067,93.8,0.201
5/20/16 9:00,42.54,37.84,32.34,42.5,32.79,0.968,0.168,0.235,0.067,93.3,0.201
5/20/16 10:00,42.42,37.78,31.96,42.42,32.8,0.973,0.168,0.235,0.067,92.7,0.201
5/20/16 11:00,42.42,37.77,32.26,42.41,32.85,0.973,0.168,0.235,0.067,93,0.201
5/20/16 12:00,42.48,37.82,32.26,42.48,32.89,0.973,0.168,0.235,0.067,91.8,0.201
5/20/16 13:00,42.57,37.88,32.33,42.56,32.88,0.973,0.168,0.235,0.067,91.7,0.201
5/20/16 14:00,42.64,37.97,32.37,42.65,32.79,0.973,0.168,0.235,0.067,91.4,0.201
5/20/16 15:00,42.7,38.03,32.57,42.75,32.65,0.973,0.168,0.235,0.067,91,0.201
5/20/16 16:00,42.84,38.1,32.75,42.86,32.55,0.973,0.168,0.235,0.067,90.8,0.201
5/20/16 17:00,43.07,38.23,32.86,45.83,32.49,0.962,0.168,0.235,0.067,91,0.201
5/20/16 18:00,43.27,38.33,32.99,43.25,32.45,0.973,0.168,0.235,0.067,91.4,0.201
5/20/16 19:00,43.52,38.44,33.1,43.4,32.44,0.973,0.168,0.235,0.067,92.3,0.201
5/20/16 20:00,44.03,38.56,33.22,43.61,32.44,0.973,0.168,0.235,0.067,93.1,0.201
5/20/16 21:00,44.35,38.73,33.36,43.85,32.55,0.973,0.168,0.235,0.067,93.1,0.201
5/20/16 22:00,44.39,38.81,33.43,44,32.61,0.973,0.168,0.235,0.067,93.2,0.201
5/20/16 23:00,44.54,38.84,33.47,44.07,32.67,0.973,0.168,0.235,0.067,93.5,0.201
5/21/16 0:00,44.6,38.84,33.52,44.11,32.96,0.973,0.168,0.235,0.067,94.8,0.201
5/21/16 1:00,44.45,38.81,33.41,44.05,33.01,0.974,0.168,0.235,0.067,94.9,0.201
5/21/16 2:00,44.23,38.74,33.13,43.91,32.98,0.973,0.168,0.235,0.067,93.8,0.201
5/21/16 3:00,43.99,38.65,32.91,43.72,32.94,0.974,0.168,0.235,0.067,94.4,0.201
5/21/16 4:00,43.75,38.54,32.68,43.52,32.9,0.973,0.168,0.235,0.067,94.7,0.201
5/21/16 5:00,43.52,38.44,32.58,43.32,32.9,0.973,0.168,0.235,0.067,95.4,0.201
5/21/16 6:00,43.3,38.33,32.33,43.13,32.9,0.974,0.168,0.235,0.067,98,0.201
5/21/16 7:00,43.08,38.21,32.18,42.98,32.89,0.973,0.168,0.235,0.067,102.5,0.201
5/21/16 8:00,42.88,38.1,31.92,42.84,32.9,0.973,0.168,0.235,0.067,104.2,0.201
5/21/16 9:00,42.68,38.01,31.66,42.75,32.9,0.974,0.168,0.235,0.067,103.7,0.201
5/21/16 10:00,42.51,37.93,31.63,42.69,32.9,0.973,0.168,0.235,0.067,105.8,0.201
5/21/16 11:00,43.22,37.82,31.64,42.67,32.91,0.973,0.168,0.235,0.067,109.8,0.201
5/21/16 12:00,43.37,37.76,31.67,42.66,32.91,0.973,0.168,0.235,0.067,129.1,0.201
5/21/16 13:00,43.22,37.69,31.7,42.67,32.87,0.973,0.168,0.235,0.067,143.7,0.201
5/21/16 14:00,43.13,37.73,32.07,42.75,32.78,0.973,0.168,0.235,0.067,162.2,0.201
5/21/16 15:00,43.08,37.75,32.27,42.83,32.7,0.973,0.168,0.235,0.067,NAN,0.201
5/21/16 16:00,43.05,37.79,32.43,42.93,32.59,0.973,0.168,0.235,0.067,NAN,0.201
5/21/16 17:00,43.1,37.86,32.63,43.02,32.51,0.973,0.168,0.235,0.067,NAN,0.201
5/21/16 18:00,43.19,37.97,32.79,43.16,32.49,0.973,0.168,0.235,0.067,NAN,0.201
5/21/16 19:00,43.29,38.09,32.7,43.28,32.46,0.973,0.168,0.235,0.067,NAN,0.201
5/21/16 20:00,43.35,38.21,32.63,43.33,32.45,0.973,0.168,0.235,0.067,NAN,0.201
5/21/16 21:00,43.42,38.28,32.63,43.34,32.45,0.973,0.168,0.235,0.067,NAN,0.201
5/21/16 22:00,43.46,38.35,32.64,43.33,32.42,0.973,0.168,0.235,0.067,NAN,0.201
5/21/16 23:00,43.5,38.37,32.69,43.29,32.42,0.973,0.168,0.235,0.067,NAN,0.201
5/22/16 0:00,43.54,38.37,32.67,43.25,32.39,0.973,0.168,0.235,0.067,NAN,0.201
5/22/16 1:00,43.57,38.36,32.63,43.19,32.35,0.973,0.168,0.235,0.067,181,0.201
5/22/16 2:00,43.69,38.3,32.63,43.14,32.29,0.973,0.168,0.235,0.067,177.3,0.201
5/22/16 3:00,43.76,38.26,32.63,43.15,32.26,0.973,0.168,0.235,0.067,173,0.201
5/22/16 4:00,43.75,38.23,32.62,43.17,32.24,0.973,0.168,0.235,0.067,168.8,0.201
5/22/16 5:00,43.79,38.17,32.57,43.14,32.2,0.974,0.168,0.235,0.067,163.9,0.201
5/22/16 6:00,44.1,38.21,32.61,43.21,32.24,0.974,0.168,0.235,0.067,160.7,0.201
5/22/16 7:00,44.52,38.3,32.7,43.38,32.36,0.94,0.168,0.235,0.067,156,0.201
5/22/16 8:00,45.02,38.45,32.85,43.69,32.52,0.946,0.168,0.235,0.067,148.2,0.201
5/22/16 9:00,45.42,38.62,33.04,44,32.65,0.973,0.162,0.235,0.067,144.1,0.201
5/22/16 10:00,45.46,38.73,33.24,44.24,32.67,0.973,0.168,0.235,0.067,141.7,0.201
5/22/16 11:00,45.4,38.85,33.31,44.31,32.72,0.973,0.168,0.235,0.067,139.6,0.201
5/22/16 12:00,45.33,38.98,33.32,44.23,32.72,0.973,0.168,0.235,0.067,138.9,0.201
5/22/16 13:00,45.3,39.12,33.08,44.16,32.71,0.973,0.168,0.235,0.067,139,0.201
5/22/16 14:00,45.26,39.27,33.14,44.1,32.71,0.973,0.168,0.235,0.067,140.1,0.201
5/22/16 15:00,45.25,39.41,33.31,44.05,32.67,0.973,0.168,0.235,0.067,140.3,0.201
5/22/16 16:00,45.29,39.54,33.33,44.07,32.64,0.973,0.168,0.235,0.067,139.6,0.201
5/22/16 17:00,45.38,39.69,33.26,44.13,32.65,0.973,0.168,0.235,0.067,138.3,0.201
5/22/16 18:00,45.5,39.83,33.22,44.2,32.69,0.973,0.168,0.235,0.067,136.6,0.201
5/22/16 19:00,45.6,39.94,33.28,44.27,32.72,0.973,0.168,0.235,0.067,133.9,0.201
5/22/16 20:00,45.74,40.03,33.29,44.35,32.8,0.973,0.168,0.235,0.067,131.2,0.201
5/22/16 21:00,45.86,40.04,33.36,44.43,32.87,0.973,0.168,0.235,0.067,128.3,0.201
5/22/16 22:00,46.08,40.06,33.41,44.52,32.97,0.973,0.168,0.235,0.067,125.5,0.201
5/22/16 23:00,46.33,40.15,33.53,44.67,33.13,0.973,0.168,0.235,0.067,122.6,0.201
5/23/16 0:00,46.36,40.17,33.6,44.78,33.23,0.973,0.168,0.235,0.067,118.4,0.201
5/23/16 1:00,46.24,40.12,33.54,44.81,33.26,0.973,0.168,0.235,0.067,116.5,0.201
5/23/16 2:00,46.09,40.07,33.5,44.74,33.26,0.973,0.168,0.235,0.067,114.4,0.201
5/23/16 3:00,45.98,40.04,33.45,44.65,33.25,0.973,0.168,0.235,0.067,112.4,0.201
5/23/16 4:00,45.86,40.04,33.44,44.57,33.24,0.973,0.168,0.235,0.067,110.8,0.201
5/23/16 5:00,45.76,40.04,33.37,44.46,33.23,0.973,0.168,0.235,0.067,109.6,0.201
5/23/16 6:00,45.68,40.11,33.36,44.38,33.24,0.973,0.168,0.235,0.067,108.6,0.201
5/23/16 7:00,45.61,40.11,33.36,44.29,33.23,0.973,0.168,0.235,0.067,107.7,0.201
5/23/16 8:00,45.61,40.13,33.34,44.22,33.22,0.973,0.168,0.235,0.067,105.9,0.201
5/23/16 9:00,45.69,40.19,33.37,44.13,33.2,0.957,0.168,0.235,0.067,102.9,0.201
5/23/16 10:00,45.82,40.25,33.52,51.57,33.24,0.951,0.162,0.235,0.067,101.2,0.201
5/23/16 11:00,45.92,40.3,33.63,45.43,33.2,0.973,0.168,0.235,0.067,99.3,0.201
5/23/16 12:00,46.12,40.35,33.68,44.76,33.23,0.973,0.168,0.235,0.067,96.8,0.201
5/23/16 13:00,46.33,40.39,33.72,44.75,33.28,0.973,0.168,0.235,0.067,97.2,0.201
5/23/16 14:00,46.46,40.44,33.64,44.87,33.38,0.973,0.168,0.235,0.067,97.2,0.201
5/23/16 15:00,46.53,40.52,33.35,44.94,33.44,0.973,0.168,0.235,0.067,97,0.201
5/23/16 16:00,46.48,40.57,33.38,44.98,33.46,0.973,0.168,0.235,0.067,95.7,0.201
5/23/16 17:00,46.47,40.68,33.28,44.99,33.5,0.962,0.168,0.235,0.067,96.3,0.201
5/23/16 18:00,46.41,40.75,33.29,45,33.52,0.973,0.168,0.235,0.067,96.5,0.201
5/23/16 19:00,46.41,40.82,33.18,45,33.52,0.973,0.168,0.235,0.067,97.8,0.201
5/23/16 20:00,46.41,40.87,33.19,45,33.57,0.973,0.168,0.235,0.067,99.3,0.201
5/23/16 21:00,46.39,40.91,33.24,45,33.6,0.973,0.168,0.235,0.067,100,0.201
5/23/16 22:00,46.33,40.94,33.29,44.95,33.61,0.973,0.168,0.235,0.067,100.6,0.201
5/23/16 23:00,46.27,40.98,33.29,44.93,33.66,0.973,0.168,0.235,0.067,101.1,0.201
5/24/16 0:00,46.17,40.98,33.3,44.85,33.64,0.973,0.168,0.235,0.067,101.7,0.201
5/24/16 1:00,46.05,40.93,33.24,44.74,33.6,0.973,0.168,0.235,0.067,101.6,0.201
5/24/16 2:00,45.97,40.91,33.23,44.63,33.57,0.973,0.168,0.235,0.067,101.7,0.201
5/24/16 3:00,45.89,40.91,33.18,44.5,33.53,0.973,0.168,0.235,0.067,102,0.201
5/24/16 4:00,45.83,40.91,33.16,44.42,33.53,0.973,0.168,0.235,0.067,102.5,0.201
5/24/16 5:00,45.85,40.91,33.17,44.35,33.53,0.973,0.168,0.235,0.067,102.8,0.201
5/24/16 6:00,45.82,40.92,33.18,44.34,33.53,0.973,0.168,0.235,0.067,103.2,0.201
5/24/16 7:00,45.82,40.92,33.18,44.31,33.59,0.973,0.168,0.235,0.067,103.5,0.201
5/24/16 8:00,45.82,40.95,33.19,44.28,33.61,0.973,0.168,0.235,0.067,103.2,0.201
5/24/16 9:00,45.82,40.98,33.2,44.26,33.58,0.973,0.168,0.235,0.067,101.2,0.201
5/24/16 10:00,45.86,41.01,33.28,44.26,33.53,0.973,0.168,0.235,0.067,99.1,0.201
5/24/16 11:00,45.93,41.04,33.33,44.26,33.52,0.973,0.168,0.235,0.067,98.4,0.201
5/24/16 12:00,45.99,41.04,33.35,44.27,33.48,0.973,0.168,0.235,0.067,97.6,0.201
5/24/16 13:00,46.08,41.07,33.37,44.32,33.45,0.973,0.168,0.235,0.067,97,0.201
5/24/16 14:00,46.21,41.13,33.43,44.43,33.45,0.973,0.168,0.229,0.067,97.9,0.201
5/24/16 15:00,46.32,41.17,33.39,44.55,33.45,0.973,0.168,0.235,0.067,98.5,0.201
5/24/16 16:00,46.36,41.22,33.4,44.64,33.45,0.973,0.168,0.235,0.067,99.3,0.201
5/24/16 17:00,46.46,41.27,33.44,44.69,33.45,0.956,0.162,0.229,0.067,100.1,0.201
5/24/16 18:00,46.54,41.31,33.51,44.81,33.46,0.962,0.168,0.229,0.067,101,0.201
5/24/16 19:00,46.59,41.37,33.55,44.89,33.49,0.973,0.168,0.235,0.067,102.1,0.201
5/24/16 20:00,46.61,41.38,33.59,44.94,33.53,0.973,0.168,0.235,0.067,103.5,0.201
5/24/16 21:00,46.62,41.38,33.63,44.95,33.58,0.973,0.168,0.235,0.067,104.4,0.201
5/24/16 22:00,46.66,41.38,34.3,45,33.61,0.973,0.168,0.235,0.067,104.9,0.201
5/24/16 23:00,46.61,41.38,34.33,44.99,33.64,0.973,0.168,0.235,0.067,105.1,0.201
5/25/16 0:00,46.52,41.38,34.32,44.93,33.63,0.973,0.168,0.235,0.067,105.4,0.201
5/25/16 1:00,46.45,41.38,34.28,44.85,33.6,0.973,0.168,0.235,0.067,105.7,0.201
5/25/16 2:00,46.39,41.39,34.24,44.77,33.6,0.973,0.168,0.235,0.067,106.2,0.201
5/25/16 3:00,46.32,41.39,34.19,44.69,33.6,0.973,0.168,0.235,0.067,106.6,0.201
5/25/16 4:00,46.27,41.37,34.17,44.61,33.58,0.973,0.168,0.235,0.067,106.8,0.201
5/25/16 5:00,46.18,41.32,34.12,44.51,33.53,0.973,0.168,0.235,0.067,107.3,0.201
5/25/16 6:00,46.16,41.27,34.12,44.45,33.51,0.973,0.168,0.235,0.067,107.9,0.201
5/25/16 7:00,46.16,41.24,34.11,44.41,33.49,0.973,0.168,0.235,0.067,107.5,0.201
5/25/16 8:00,46.17,41.19,34.08,44.41,33.47,0.973,0.168,0.235,0.067,106.7,0.201
5/25/16 9:00,46.19,41.18,34.05,44.38,33.45,0.973,0.168,0.235,0.067,105.2,0.201
5/25/16 10:00,46.22,41.21,34,44.34,33.39,0.973,0.168,0.235,0.067,103.5,0.201
5/25/16 11:00,46.28,41.25,34.03,44.33,33.39,0.973,0.168,0.235,0.067,102.4,0.201
5/25/16 12:00,46.36,41.31,34.04,44.31,33.41,0.973,0.168,0.235,0.067,101,0.201
5/25/16 13:00,46.42,41.31,34.05,44.32,33.43,0.973,0.168,0.218,0.067,100.8,0.201
5/25/16 14:00,46.54,41.4,34.14,44.39,33.45,0.945,0.162,0.218,0.067,101.5,0.201
5/25/16 15:00,46.54,41.44,34.09,44.53,33.45,0.973,0.168,0.229,0.067,103.3,0.201
5/25/16 16:00,46.6,41.49,34.08,44.6,33.44,0.973,0.168,0.235,0.067,104.6,0.201
5/25/16 17:00,46.6,41.5,34.05,44.66,33.44,0.973,0.168,0.229,0.067,105.8,0.201
5/25/16 18:00,46.65,41.58,34.22,44.7,33.46,0.973,0.168,0.229,0.067,106.9,0.201
5/25/16 19:00,46.71,41.59,34.22,44.73,33.46,0.973,0.168,0.229,0.067,108.9,0.201
5/25/16 20:00,46.75,41.62,34.16,44.77,33.46,0.973,0.168,0.235,0.067,110.3,0.201
5/25/16 21:00,46.75,41.62,34.12,44.77,33.46,0.973,0.168,0.235,0.067,110.9,0.201
5/25/16 22:00,46.75,41.65,34.13,44.75,33.46,0.973,0.168,0.229,0.067,111.4,0.201
5/25/16 23:00,46.76,41.62,34.17,44.74,33.47,0.973,0.168,0.235,0.067,112.2,0.201
5/26/16 0:00,46.74,41.59,34.14,44.7,33.47,0.973,0.168,0.235,0.067,113.2,0.201
5/26/16 1:00,46.69,41.56,34.16,44.66,33.45,0.973,0.168,0.235,0.067,113.7,0.201
5/26/16 2:00,46.63,41.48,34.08,44.57,33.4,0.973,0.168,0.229,0.067,113.2,0.201
5/26/16 3:00,46.56,41.41,34.03,44.5,33.4,0.974,0.168,0.235,0.067,113.1,0.201
5/26/16 4:00,46.56,41.39,33.79,44.46,33.4,0.974,0.168,0.235,0.067,113.5,0.201
5/26/16 5:00,46.56,41.39,33.62,44.42,33.37,0.973,0.168,0.235,0.067,113.8,0.201
5/26/16 6:00,46.56,41.39,33.58,44.39,33.34,0.973,0.168,0.235,0.067,114.8,0.201
5/26/16 7:00,46.56,41.39,33.62,44.35,33.34,0.974,0.168,0.235,0.067,114.9,0.201
5/26/16 8:00,46.55,41.38,33.57,44.29,33.34,0.973,0.168,0.235,0.067,112.9,0.201
5/26/16 9:00,46.57,41.4,33.56,44.26,33.33,0.973,0.168,0.235,0.067,111,0.201
5/26/16 10:00,46.65,41.43,33.54,44.24,33.37,0.973,0.162,0.235,0.067,109,0.201
5/26/16 11:00,46.81,41.48,33.56,44.21,33.39,0.962,0.168,0.235,0.067,108.2,0.201
5/26/16 12:00,47.1,41.52,33.56,44.26,33.39,0.962,0.168,0.218,0.067,107,0.201
5/26/16 13:00,47.03,41.54,33.5,44.27,33.39,0.973,0.168,0.224,0.067,105.8,0.201
5/26/16 14:00,47.02,41.58,33.56,44.27,33.39,0.973,0.168,0.229,0.067,105.5,0.201
5/26/16 15:00,47.03,41.64,33.63,44.3,33.4,0.973,0.168,0.229,0.067,106.6,0.201
5/26/16 16:00,47.1,41.69,33.52,46.5,33.46,0.956,0.162,0.213,0.067,108.8,0.201
5/26/16 17:00,47.04,41.73,32.91,45.06,33.48,0.973,0.162,0.235,0.067,111.7,0.201
5/26/16 18:00,46.85,41.73,32.84,44.49,33.44,0.973,0.168,0.235,0.067,111.9,0.201
5/26/16 19:00,46.6,41.67,32.92,44.38,33.18,0.973,0.168,0.235,0.067,112.2,0.201
5/26/16 20:00,46.35,41.64,33,44.3,33.01,0.973,0.168,0.235,0.067,112.7,0.201
5/26/16 21:00,46.12,41.56,32.86,44.19,32.83,0.996,0.168,0.235,0.067,112.7,0.201
5/26/16 22:00,45.9,41.49,32.76,44.05,31.46,1.007,0.168,0.235,0.067,112.2,0.201
5/26/16 23:00,45.7,41.4,32.79,43.92,29.85,1.007,0.168,0.235,0.067,111.9,0.201
5/27/16 0:00,45.53,41.28,32.83,43.79,26.39,1.007,0.168,0.235,0.067,112.2,0.201
5/27/16 1:00,45.33,41.14,32.88,43.64,26.16,1.007,0.168,0.235,0.067,112,0.201
5/27/16 2:00,45.16,40.98,33,43.53,23.3,1.007,0.168,0.235,0.067,112,0.201
5/27/16 3:00,44.99,40.84,33.11,43.42,24.47,1.007,0.168,0.235,0.067,112.1,0.201
5/27/16 4:00,44.85,40.73,33.22,43.32,25.45,1.007,0.168,0.235,0.067,112.2,0.201
5/27/16 5:00,44.75,40.66,33.31,43.24,22.29,1.007,0.168,0.235,0.067,112.3,0.201
5/27/16 6:00,44.68,40.66,33.42,43.17,23.34,1.007,0.168,0.235,0.067,112.2,0.201
5/27/16 7:00,44.61,40.61,33.55,43.07,26.84,1.007,0.168,0.235,0.067,111.8,0.201
5/27/16 8:00,44.61,40.59,33.69,43,28.33,1.007,0.168,0.235,0.067,110.6,0.201
5/27/16 9:00,44.62,40.61,33.9,42.91,31.17,0.99,0.168,0.235,0.067,109,0.201
5/27/16 10:00,44.7,40.65,33.89,42.93,30.95,0.973,0.168,0.207,0.067,108,0.201
5/27/16 11:00,44.68,40.65,33.9,42.98,30.03,1.007,0.168,0.235,0.067,107.6,0.201
5/27/16 12:00,44.72,40.65,33.9,43.03,25.4,1.007,0.168,0.229,0.067,106.9,0.201
5/27/16 13:00,44.78,40.65,33.83,43.09,30.06,1.007,0.168,0.235,0.067,107,0.201
5/27/16 14:00,44.83,40.64,33.85,43.2,31.03,1.007,0.168,0.235,0.067,106.5,0.201
5/27/16 15:00,44.92,40.64,33.88,43.31,31.39,0.99,0.168,0.229,0.067,107,0.201
5/27/16 16:00,45.01,40.66,33.84,43.44,31.74,0.973,0.162,0.207,0.067,107.1,0.201
5/27/16 17:00,45.08,40.73,33.75,43.54,31.88,0.973,0.168,0.224,0.067,107.5,0.201